UBA.Genome.ID	Experiment.Title	Study.Title
UBA4575	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4576	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4577	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4578	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4579	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4580	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4581	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4582	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4583	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4584	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4585	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4586	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4587	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4588	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4589	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4590	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4591	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4592	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4593	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4594	COGITO 998_met_04 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_04 Metagenome
UBA4595	Shotgun sequencing of environmental sample: Sample P00241	New York City MTA subway samples Metagenome
UBA4596	Shotgun sequencing of environmental sample: Sample P00241	New York City MTA subway samples Metagenome
UBA4597	Shotgun sequencing of environmental sample: Sample P00242	New York City MTA subway samples Metagenome
UBA4598	Shotgun sequencing of environmental sample: Sample P00242	New York City MTA subway samples Metagenome
UBA4599	Shotgun sequencing of environmental sample: Sample P00242	New York City MTA subway samples Metagenome
UBA4600	Shotgun sequencing of environmental sample: Sample P00242	New York City MTA subway samples Metagenome
UBA4601	Shotgun sequencing of environmental sample: Sample P00242	New York City MTA subway samples Metagenome
UBA4602	Shotgun sequencing of environmental sample: Sample P00243	New York City MTA subway samples Metagenome
UBA4603	Shotgun sequencing of environmental sample: Sample P00243	New York City MTA subway samples Metagenome
UBA4604	Shotgun sequencing of environmental sample: Sample P00243	New York City MTA subway samples Metagenome
UBA4605	Shotgun sequencing of environmental sample: Sample P00243	New York City MTA subway samples Metagenome
UBA4606	Shotgun sequencing of environmental sample: Sample P00243	New York City MTA subway samples Metagenome
UBA4607	Shotgun sequencing of environmental sample: Sample P00244	New York City MTA subway samples Metagenome
UBA4608	Shotgun sequencing of environmental sample: Sample P00244	New York City MTA subway samples Metagenome
UBA4609	Shotgun sequencing of environmental sample: Sample P00244	New York City MTA subway samples Metagenome
UBA4610	Shotgun sequencing of environmental sample: Sample P00251	New York City MTA subway samples Metagenome
UBA4611	Shotgun sequencing of environmental sample: Sample P00251	New York City MTA subway samples Metagenome
UBA4612	Shotgun sequencing of environmental sample: Sample P00245	New York City MTA subway samples Metagenome
UBA4613	Shotgun sequencing of environmental sample: Sample P00245	New York City MTA subway samples Metagenome
UBA4614	Shotgun sequencing of environmental sample: Sample P00245	New York City MTA subway samples Metagenome
UBA4615	Metagenome of the 5.0 micron microbial fraction of a freshwater reservoir	Freshwater Reservoir Amadorio Metagenome
UBA4616	Shotgun sequencing of environmental sample: Sample P00357	New York City MTA subway samples Metagenome
UBA4617	Shotgun sequencing of environmental sample: Sample P00357	New York City MTA subway samples Metagenome
UBA4618	Shotgun sequencing of environmental sample: Sample P00357	New York City MTA subway samples Metagenome
UBA4619	Shotgun sequencing of environmental sample: Sample P00357	New York City MTA subway samples Metagenome
UBA4620	Shotgun sequencing of environmental sample: Sample P00357	New York City MTA subway samples Metagenome
UBA4621	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4622	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4623	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4624	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4625	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4626	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4627	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4628	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4629	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4630	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4631	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4632	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4633	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4634	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4635	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4636	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4637	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4638	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4639	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4640	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4641	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4642	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4643	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4644	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4645	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4646	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4647	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4648	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4649	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4650	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4651	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4652	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4653	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4654	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA4655	Illumina MiSeq paired end sequencing	the lake water metagenome sample
UBA4656	Illumina MiSeq paired end sequencing	the lake water metagenome sample
UBA4657	Illumina MiSeq paired end sequencing	the lake water metagenome sample
UBA4658	Illumina MiSeq paired end sequencing	the lake water metagenome sample
UBA4659	Illumina MiSeq paired end sequencing	the lake water metagenome sample
UBA4660	Illumina MiSeq paired end sequencing	the lake water metagenome sample
UBA4661	Illumina MiSeq paired end sequencing	the lake water metagenome sample
UBA4662	metagenome: Sample A35_35cm_0M	Canadian High Artic Metagenomes
UBA4663	metagenome: Sample A15_80cm_0M	Canadian High Artic Metagenomes
UBA4664	metagenome: Sample A15_80cm_0M	Canadian High Artic Metagenomes
UBA4665	metagenome: Sample A15_80cm_0M	Canadian High Artic Metagenomes
UBA4666	metagenome: Sample A15_80cm_0M	Canadian High Artic Metagenomes
UBA4667	metagenome: Sample A15_80cm_0M	Canadian High Artic Metagenomes
UBA4668	metagenome: Sample A20_5cm_0.25M	Canadian High Artic Metagenomes
UBA4669	metagenome: Sample A3_80cm_0M	Canadian High Artic Metagenomes
UBA4670	metagenome: Sample A3_80cm_0M	Canadian High Artic Metagenomes
UBA4671	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4672	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4673	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4674	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4675	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4676	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4677	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4678	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4679	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4680	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4681	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4682	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4683	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4684	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4685	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4686	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4687	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4688	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4689	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4690	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4691	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4692	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4693	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4694	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4695	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4696	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4697	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4698	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4699	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4700	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4701	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4702	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4703	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4704	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4705	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4706	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4707	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4708	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4709	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4710	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4711	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4712	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4713	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4714	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4715	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4716	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4717	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F31	Baboon feces Metagenome
UBA4718	metagenome: Sample A24_35cm_12M	Canadian High Artic Metagenomes
UBA4719	metagenome: Sample A39_80cm_12M	Canadian High Artic Metagenomes
UBA4720	metagenome: Sample A39_80cm_12M	Canadian High Artic Metagenomes
UBA4721	metagenome: Sample A39_80cm_12M	Canadian High Artic Metagenomes
UBA4722	metagenome: Sample A39_80cm_12M	Canadian High Artic Metagenomes
UBA4723	metagenome: Sample A39_80cm_12M	Canadian High Artic Metagenomes
UBA4724	metagenome: Sample A39_65cm_12M	Canadian High Artic Metagenomes
UBA4725	metagenome: Sample A39_5cm_12M	Canadian High Artic Metagenomes
UBA4726	metagenome: Sample A7_65cm_12M	Canadian High Artic Metagenomes
